epoch,train_loss,val_loss,val_acc_top1,val_acc_top5,lr,epoch_time_s
286,0.934374,0.800737,93.1800,99.7400,0.00000673,61.0
287,0.821454,0.805518,93.2200,99.7000,0.00000595,61.1
288,0.866119,0.802633,93.2600,99.7000,0.00000521,61.2
289,0.849494,0.805255,93.0800,99.7200,0.00000454,61.1
290,0.840732,0.804638,93.1800,99.7400,0.00000393,60.9
291,0.843128,0.805675,93.2000,99.7400,0.00000337,61.2
292,0.900332,0.803042,93.2800,99.7200,0.00000287,61.0
293,0.896431,0.802049,93.3000,99.7400,0.00000244,61.1
294,0.874298,0.802879,93.2200,99.7000,0.00000205,61.3
295,0.883906,0.803120,93.2600,99.7000,0.00000173,61.1
296,0.841022,0.803689,93.2600,99.7000,0.00000147,61.0
297,0.899295,0.802709,93.2200,99.7400,0.00000126,60.9
298,0.861947,0.802988,93.2400,99.7400,0.00000112,61.2
299,0.859188,0.803225,93.2400,99.7400,0.00000103,61.1
300,0.867744,0.803344,93.2600,99.7400,0.00000100,61.2
